,Name,Temp,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
318,Nioro,79.9,100,GM,2019-12-30,10,13.79,-15.05,79.9,8.66
319,Tiznit,57.85,0,MA,2019-12-30,34,29.7,-9.73,57.85,3.11
320,Carballo,47.61,75,ES,2019-12-30,100,43.21,-8.69,55.0,4.7
321,Skibbereen,48.2,75,IE,2019-12-30,100,51.55,-9.27,48.2,2.24
322,Ballina,42.42,100,IE,2019-12-30,93,54.11,-9.15,45.0,8.05
323,Saldanha,41.94,0,PT,2019-12-30,63,41.42,-6.55,41.94,1.03
324,Tabou,77.79,0,CI,2019-12-30,89,4.42,-7.36,77.79,2.73
325,Grand-Lahou,83.16,1,CI,2019-12-30,78,5.24,-5.0,83.16,12.71
326,Ferkessedougou,75.72,0,CI,2019-12-30,17,9.6,-5.2,75.72,4.16
327,Tenenkou,71.38,46,ML,2019-12-30,8,14.46,-4.91,71.38,11.59
328,Araouane,66.31,55,ML,2019-12-30,15,18.9,-3.53,66.31,12.26
329,Taoudenni,58.14,0,ML,2019-12-30,30,22.68,-3.98,58.14,12.57
330,Talavera de la Reina,44.01,0,ES,2019-12-30,67,39.96,-4.83,44.01,4.21
331,Villaviciosa,46.4,0,ES,2019-12-30,66,43.48,-5.43,50.0,2.24
332,Falmouth,48.85,75,GB,2019-12-30,87,50.16,-5.07,54.0,4.7
333,Stranraer,14.34,20,CA,2019-12-30,84,51.71,-108.48,19.99,6.93
334,Stromness,44.08,90,CA,2019-12-30,81,42.87,-79.55,46.99,13.87
335,Klaksvik,39.2,0,FO,2019-12-30,70,62.23,-6.59,39.2,9.17
336,Luderitz,64.4,33,NA,2019-12-30,82,-26.65,15.16,64.4,17.22
337,Port-Gentil,80.6,20,GA,2019-12-30,88,-0.72,8.78,80.6,4.7
338,Takoradi,82.53,62,GH,2019-12-30,76,4.89,-1.75,82.53,9.4
339,Accra,84.2,15,GH,2019-12-30,74,5.56,-0.21,84.2,5.82
340,Yendi,78.58,0,GH,2019-12-30,14,9.45,0.0,78.58,5.77
341,Gorom-Gorom,69.1,33,BF,2019-12-30,11,14.45,-0.24,69.1,8.52
342,Tessalit,63.52,0,ML,2019-12-30,13,20.2,1.01,63.52,9.64
343,Adrar,55.4,0,DZ,2019-12-30,47,27.87,-0.29,55.4,14.99
344,Burriana,47.1,0,ES,2019-12-30,93,39.89,-0.08,50.0,5.82
345,Libourne,41.97,0,FR,2019-12-30,93,44.91,-0.24,42.8,2.24
346,Fecamp,36.64,0,FR,2019-12-30,74,49.76,0.37,42.8,3.36
347,Scarborough,48.31,100,GB,2019-12-30,87,54.28,-0.41,50.0,4.7
348,Lerwick,44.6,75,GB,2019-12-30,70,60.15,-1.15,46.4,32.21
349,Brae,44.82,91,GB,2019-12-30,87,60.4,-1.35,46.4,18.34
350,Raudeberg,42.24,75,NO,2019-12-30,81,61.99,5.14,44.6,19.46
351,Roald,41.0,75,NO,2019-12-30,87,62.58,6.12,43.0,18.34
352,Henties Bay,64.0,84,NA,2019-12-30,87,-22.12,14.28,64.0,3.0
353,Namibe,73.8,100,AO,2019-12-30,89,-15.19,12.15,73.8,7.02
354,Luanda,82.4,20,AO,2019-12-30,78,-8.83,13.24,82.4,8.05
355,Omboue,76.87,35,GA,2019-12-30,92,-1.57,9.26,76.87,1.59
356,Warri,77.88,68,NG,2019-12-30,75,5.52,5.75,77.88,2.37
357,Kontagora,71.65,0,NG,2019-12-30,17,10.4,5.47,71.65,6.2
358,Tahoua,75.2,0,NE,2019-12-30,14,14.89,5.26,75.2,11.41
359,Arlit,61.14,0,NE,2019-12-30,23,18.74,7.39,61.14,7.74
360,Gat,84.2,49,SN,2019-12-30,26,14.69,-16.54,84.2,9.17
361,Tazmalt,50.0,40,DZ,2019-12-30,71,36.39,4.4,50.0,4.7
362,Mahon,49.5,75,IE,2019-12-30,100,51.89,-8.4,50.0,2.24
363,Romans-sur-Isere,37.51,0,FR,2019-12-30,93,45.05,5.06,39.0,10.29
364,Gedinne,33.48,0,BE,2019-12-30,41,49.98,4.94,41.0,12.75
365,Harlingen,42.98,75,NL,2019-12-30,100,53.18,5.41,48.2,9.17
366,Storebo,43.79,75,NO,2019-12-30,87,60.09,5.23,45.0,19.46
367,Bud,38.46,75,NO,2019-12-30,81,62.91,6.91,43.0,23.04
368,Walvis Bay,64.15,98,NA,2019-12-30,77,-22.95,14.51,64.4,11.41
369,Opuwo,68.88,100,NA,2019-12-30,82,-18.06,13.84,68.88,3.2
370,Mayumba,81.36,78,GA,2019-12-30,83,-3.44,10.65,81.36,6.13
371,Kango,76.03,82,GA,2019-12-30,92,0.19,10.1,76.03,3.06
372,Nkongsamba,69.01,43,CM,2019-12-30,81,4.95,9.94,69.01,1.28
373,Bauchi,63.97,19,NG,2019-12-30,18,10.31,9.85,63.97,5.28
374,Goure,68.0,0,NE,2019-12-30,23,13.98,10.27,68.0,3.0
375,Nalut,45.16,46,LY,2019-12-30,74,31.86,10.98,45.16,11.99
376,Tortoli,46.02,5,IT,2019-12-30,66,39.93,9.66,48.2,34.45
377,Cremona,35.15,0,IT,2019-12-30,100,45.13,10.03,37.4,3.36
378,Werneck,81.75,20,BR,2019-12-30,62,-22.22,-43.32,84.2,16.11
379,Guderup,44.51,43,DK,2019-12-30,87,54.99,9.87,46.4,16.11
380,Vikersund,37.51,0,NO,2019-12-30,56,59.97,9.99,42.8,14.99
381,Sorland,39.2,75,NO,2019-12-30,69,67.67,12.69,39.2,23.04
382,Bredasdorp,63.93,65,ZA,2019-12-30,72,-34.53,20.04,64.99,3.36
383,Oranjemund,62.91,100,ZA,2019-12-30,84,-28.55,16.43,62.91,14.54
384,Khorixas,73.87,100,NA,2019-12-30,40,-20.37,14.96,73.87,9.4
385,Caluquembe,61.88,100,AO,2019-12-30,96,-13.78,14.68,61.88,5.91
386,Kibala,77.0,67,TD,2019-12-30,44,9.11,18.35,77.0,4.12
387,Mbanza-Ngungu,69.58,52,CD,2019-12-30,97,-5.25,14.87,69.58,2.37
388,Ewo,78.42,63,CG,2019-12-30,64,-0.88,14.81,78.42,1.54
389,Mao,79.18,40,DO,2019-12-30,69,19.55,-71.08,82.99,11.41
390,Bilma,57.4,0,NE,2019-12-30,33,18.69,12.92,57.4,8.25
391,Marzuq,63.59,0,YE,2019-12-30,89,14.4,46.47,63.59,1.97
392,Hun,39.4,0,BE,2019-12-30,41,50.34,4.87,42.8,12.75
393,Marsaxlokk,47.32,20,MT,2019-12-30,81,35.84,14.54,48.0,21.92
394,Agropoli,41.09,0,IT,2019-12-30,1,40.35,15.0,46.0,8.01
395,Senj,36.59,37,HR,2019-12-30,64,45.35,13.91,43.0,9.17
396,Pecky,35.01,66,CZ,2019-12-30,52,50.09,15.03,37.99,2.24
397,Ludvika,42.96,0,SE,2019-12-30,68,60.15,15.18,44.01,12.75
398,Storforshei,37.4,75,NO,2019-12-30,86,66.4,14.52,37.4,5.82
399,Myre,43.65,19,SE,2019-12-30,70,62.25,17.37,44.01,16.11
400,Longyearbyen,1.4,0,NO,2019-12-30,70,78.22,15.63,1.4,10.29
401,Calvinia,64.67,0,ZA,2019-12-30,52,-31.47,19.78,64.67,2.24
402,Aranos,84.94,79,NA,2019-12-30,41,-24.14,19.11,84.94,11.36
403,Grootfontein,72.5,95,NA,2019-12-30,67,-19.56,18.1,72.5,3.36
404,Menongue,65.19,100,AO,2019-12-30,96,-14.66,17.68,65.19,6.6
405,Saurimo,67.08,100,AO,2019-12-30,97,-9.66,20.4,67.08,4.79
406,Ilebo,71.8,100,CD,2019-12-30,83,-4.33,20.59,71.8,2.13
407,Boende,76.77,100,CD,2019-12-30,65,-0.28,20.88,76.77,2.15
408,Kouango,75.83,8,CF,2019-12-30,27,4.99,19.98,75.83,2.95
409,Am Timan,70.52,0,TD,2019-12-30,21,11.04,20.28,70.52,3.15
410,Biltine,65.98,97,TD,2019-12-30,17,14.53,20.93,65.98,5.1
411,Faya,55.45,4,SA,2019-12-30,87,18.39,42.45,57.2,4.85
412,Awjilah,46.27,2,LY,2019-12-30,71,29.14,21.3,46.27,4.63
413,Ajdabiya,53.6,72,LY,2019-12-30,59,30.75,20.22,53.6,7.29
414,Methoni,48.2,90,GR,2019-12-30,49,36.82,21.7,48.2,5.82
415,Delvine,47.53,75,AL,2019-12-30,40,39.95,20.1,51.8,12.75
416,Indija,42.46,100,LT,2019-12-30,91,55.45,22.23,42.46,18.01
417,Wieliczka,36.81,75,PL,2019-12-30,64,49.98,20.06,39.0,10.29
418,Skelleftea,36.66,95,SE,2019-12-30,96,64.75,20.95,37.4,9.17
419,Lyngseidet,28.74,40,NO,2019-12-30,74,69.58,20.21,30.2,19.46
420,Skjervoy,30.2,90,NO,2019-12-30,80,70.03,20.97,30.2,8.05
421,Kruisfontein,61.75,90,ZA,2019-12-30,86,-34.0,24.73,61.75,2.37
422,Colesberg,72.03,67,ZA,2019-12-30,51,-30.72,25.1,72.03,10.29
423,Kanye,75.34,71,BW,2019-12-30,58,-24.98,25.34,75.34,1.41
424,Gweta,80.42,100,BW,2019-12-30,62,-20.21,25.26,80.42,9.62
425,Kaoma,66.69,100,ZM,2019-12-30,94,-14.8,24.8,66.69,3.51
426,Bukama,69.57,100,CD,2019-12-30,98,-9.2,25.85,69.57,2.19
427,Lubao,67.86,83,CD,2019-12-30,98,-5.39,25.75,67.86,2.59
428,Kisangani,74.68,91,CD,2019-12-30,65,0.52,25.21,74.68,1.68
429,Zemio,70.93,100,CF,2019-12-30,29,5.02,25.13,70.93,1.14
430,Kutum,58.89,57,SD,2019-12-30,19,14.2,24.66,58.89,5.57
431,Jalu,46.27,2,LY,2019-12-30,71,29.03,21.55,46.27,4.63
432,Asimion,49.55,75,GR,2019-12-30,87,35.05,25.1,51.8,23.04
433,Titesti,27.25,0,RO,2019-12-30,61,45.02,25.0,27.25,3.09
434,Brody,33.8,100,UA,2019-12-30,73,50.08,25.14,33.8,13.13
435,Sirvintos,37.62,75,LT,2019-12-30,55,55.05,24.95,39.2,13.87
436,Helsinki,39.56,75,FI,2019-12-30,93,60.17,24.94,42.01,9.17
437,Haukipudas,33.37,90,FI,2019-12-30,86,65.17,25.5,33.8,12.75
438,Lakselv,27.01,91,NO,2019-12-30,79,70.05,24.96,28.4,16.11
439,Havoysund,27.63,75,NO,2019-12-30,73,71.0,24.66,28.4,24.16
440,Port Elizabeth,49.21,90,US,2019-12-30,87,39.31,-74.98,62.01,6.93
441,Port Alfred,66.99,76,ZA,2019-12-30,86,-33.59,26.89,66.99,11.83
442,East London,71.2,86,ZA,2019-12-30,77,-33.02,27.91,71.2,13.42
443,Lydenburg,62.38,66,ZA,2019-12-30,84,-25.1,30.46,62.38,2.59
444,Shurugwi,69.21,54,ZW,2019-12-30,58,-19.67,30.0,69.21,6.71
445,Luangwa,76.46,100,MZ,2019-12-30,74,-15.62,30.4,76.46,2.86
446,Luwingu,63.9,100,ZM,2019-12-30,97,-10.26,29.92,63.9,4.54
447,Mwandiga,75.7,100,TZ,2019-12-30,81,-4.84,29.66,75.7,15.23
448,Kilembe,68.16,18,UG,2019-12-30,65,0.2,30.01,68.16,1.77
449,Bara,65.71,5,NG,2019-12-30,17,10.41,10.6,65.71,6.64
450,Marawi,73.0,100,PH,2019-12-30,92,8.0,124.29,73.0,5.01
451,Sohag,51.8,80,EG,2019-12-30,53,26.55,31.7,51.8,6.93
452,Madinat Sittah Uktubar,54.16,0,EG,2019-12-30,50,29.82,31.05,55.4,11.41
453,Kumluca,46.13,82,TR,2019-12-30,79,36.37,30.29,46.13,3.04
454,Bozuyuk,36.16,75,TR,2019-12-30,93,39.91,30.04,37.4,3.36
455,Fastiv,26.85,100,UA,2019-12-30,86,50.08,29.92,28.0,13.42
456,Senno,41.0,100,RU,2019-12-30,86,57.76,27.95,41.0,13.42
457,Lisiy Nos,38.91,75,RU,2019-12-30,86,60.02,30.02,41.0,15.66
458,Kostomuksha,32.13,100,RU,2019-12-30,93,64.59,30.6,32.13,8.05
459,Vadso,26.6,0,NO,2019-12-30,68,70.07,29.75,26.6,18.34
460,Berlevag,26.6,75,NO,2019-12-30,68,70.86,29.09,26.6,28.86
461,Mehamn,27.55,75,NO,2019-12-30,68,71.03,27.85,28.4,28.86
462,Margate,55.31,20,AU,2019-12-30,47,-43.03,147.26,59.0,9.17
463,Richards Bay,75.7,32,ZA,2019-12-30,85,-28.77,32.06,75.7,12.48
464,Manjacaze,73.96,1,MZ,2019-12-30,85,-24.71,33.88,73.96,5.01
465,Beira,47.35,0,ES,2019-12-30,93,43.2,-8.36,55.0,4.7
466,Balaka,72.03,100,MW,2019-12-30,92,-14.99,34.96,72.03,2.57
467,Mungaa,66.52,100,TZ,2019-12-30,89,-4.97,34.86,66.52,1.83
468,Ahero,73.4,68,KE,2019-12-30,73,-0.17,34.92,73.4,4.7
469,Mendi,65.75,5,ET,2019-12-30,40,9.8,35.1,65.75,0.92
470,Kassala,68.34,0,SD,2019-12-30,72,15.45,36.38,68.34,6.8
471,Elat,69.89,40,CM,2019-12-30,96,2.91,11.16,69.89,2.3
472,Alaca,33.33,100,TR,2019-12-30,97,40.17,34.84,33.33,3.94
473,Staryy Krym,34.32,96,UA,2019-12-30,89,45.03,35.1,34.32,7.76
474,Okhtyrka,29.82,100,UA,2019-12-30,74,50.31,34.89,29.82,16.28
475,Iznoski,31.05,100,RU,2019-12-30,90,54.99,35.31,31.05,16.96
476,Nikolskoye,39.56,75,RU,2019-12-30,86,59.7,30.79,41.0,15.66
477,Kem,75.63,67,UG,2019-12-30,40,2.68,33.77,75.63,4.83
478,Vardo,53.73,75,US,2019-12-30,87,39.62,-77.74,62.01,9.17
479,Beloha,74.89,0,MG,2019-12-30,73,-25.17,45.06,74.89,10.58
480,Mocuba,74.88,100,MZ,2019-12-30,98,-16.84,36.99,74.88,1.83
481,Lindi,75.24,100,TZ,2019-12-30,95,-10.0,39.71,75.24,6.24
482,Micheweni,83.01,99,TZ,2019-12-30,79,-4.97,39.83,83.01,19.37
483,Garissa,79.07,47,KE,2019-12-30,76,-0.46,39.64,79.07,7.72
484,Shakiso,56.01,0,ET,2019-12-30,71,5.77,38.9,56.01,2.84
485,Ginda,37.72,0,IN,2019-12-30,34,30.69,78.49,37.72,3.56
486,Mecca,69.6,100,SA,2019-12-30,67,21.43,39.83,69.6,2.37
487,Umm Lajj,58.8,12,SA,2019-12-30,61,25.02,37.27,58.8,5.99
488,Abu Kamal,54.41,0,SY,2019-12-30,54,34.45,40.92,54.41,6.8
489,Bayburt,18.03,48,TR,2019-12-30,83,40.26,40.22,18.03,3.2
490,Novolabinskaya,35.22,90,RU,2019-12-30,93,45.11,39.9,35.6,11.18
491,Mitrofanovka,25.95,55,RU,2019-12-30,78,49.97,39.69,25.95,14.88
492,Spas-Klepiki,28.99,100,RU,2019-12-30,99,55.13,40.18,28.99,18.21
493,Kharovsk,35.74,100,RU,2019-12-30,99,59.95,40.21,35.74,11.5
494,Severodvinsk,33.8,90,RU,2019-12-30,98,64.56,39.82,33.8,13.42
495,Ostrovnoy,25.93,100,RU,2019-12-30,82,68.05,39.51,25.93,18.61
496,Miandrivazo,79.77,100,MG,2019-12-30,82,-19.53,45.46,79.77,7.96
497,Mahajanga,82.4,20,MG,2019-12-30,83,-15.72,46.32,82.4,5.82
498,Mitsamiouli,82.83,100,KM,2019-12-30,81,-11.38,43.28,82.83,15.66
499,Lamu,14.13,97,CN,2019-12-30,42,35.77,102.37,14.13,2.21
500,Xuddur,77.31,0,SO,2019-12-30,49,4.12,43.89,77.31,11.9
501,Sayyan,53.06,0,YE,2019-12-30,41,15.17,44.32,53.06,2.06
502,Najran,60.8,36,SA,2019-12-30,51,17.54,44.22,60.8,1.81
503,Buraydah,62.6,0,SA,2019-12-30,55,26.33,43.97,62.6,8.05
504,Doha,65.44,0,QA,2019-12-30,72,25.29,51.53,68.0,4.05
505,Kifri,57.18,0,IQ,2019-12-30,45,34.69,44.96,57.18,5.91
506,Zangakatun,37.4,97,AM,2019-12-30,64,39.82,45.04,37.4,6.93
507,Urozhaynoye,15.06,100,RU,2019-12-30,93,47.7,142.03,15.06,13.8
508,Petrov Val,21.27,0,RU,2019-12-30,68,50.14,45.21,21.27,13.6
509,Gagino,28.99,100,RU,2019-12-30,99,54.27,39.54,28.99,24.4
510,Nikolsk,25.29,100,RU,2019-12-30,92,59.53,45.45,25.29,11.56
511,Leshukonskoye,33.22,100,RU,2019-12-30,98,64.9,45.76,33.22,9.57
512,Kamenka,25.0,33,MD,2019-12-30,87,48.03,28.7,25.0,4.76
513,Vangaindrano,73.44,33,MG,2019-12-30,92,-23.35,47.6,73.44,1.03
514,Mahanoro,80.98,81,MG,2019-12-30,69,-19.9,48.8,80.98,10.38
515,Antalaha,80.11,100,MG,2019-12-30,80,-14.9,50.28,80.11,8.52
516,Ambilobe,75.56,97,MG,2019-12-30,92,-13.19,49.05,75.56,1.77
517,Victoria,78.76,75,BN,2019-12-30,100,5.28,115.24,80.01,6.93
518,Mogadishu,80.98,0,SO,2019-12-30,83,2.04,45.34,80.98,21.65
519,Hobyo,78.75,8,SO,2019-12-30,80,5.35,48.53,78.75,14.99
520,Bandarbeyla,79.56,47,SO,2019-12-30,83,9.49,50.81,79.56,19.62
521,Bereda,43.74,0,ES,2019-12-30,93,43.27,-7.54,50.0,4.7
522,Abu Samrah,48.58,20,SY,2019-12-30,80,35.3,37.18,48.58,7.18
523,Umm Bab,62.6,1,QA,2019-12-30,82,25.21,50.81,62.6,1.92
524,Tafresh,34.2,65,IR,2019-12-30,63,34.69,50.01,34.2,4.68
525,Zig,29.16,90,US,2019-12-30,68,40.13,-92.77,30.2,11.41
526,Fort-Shevchenko,34.75,100,KZ,2019-12-30,87,44.51,50.26,34.75,7.36
527,Ozinki,14.97,0,RU,2019-12-30,91,51.2,49.73,14.97,10.42
528,Bazarnyye Mataki,18.54,100,RU,2019-12-30,89,54.9,49.93,18.54,20.13
529,Raduzhnyy,-3.23,97,RU,2019-12-30,87,62.1,77.47,-3.23,7.61
530,Koslan,21.07,100,RU,2019-12-30,93,63.46,48.9,21.07,11.3
531,Saint-Joseph,42.21,90,FR,2019-12-30,93,43.56,6.97,46.4,2.24
532,Le Port,40.05,0,FR,2019-12-30,28,42.87,1.37,48.99,1.01
533,Eyl,79.54,10,SO,2019-12-30,82,7.98,49.82,79.54,21.09
534,Salalah,77.0,75,OM,2019-12-30,88,17.01,54.1,77.0,3.36
535,Dubai,67.69,40,AE,2019-12-30,56,25.27,55.3,73.4,6.93
536,Shahr-e Babak,43.81,15,IR,2019-12-30,44,30.12,55.12,43.81,4.74
537,Damghan,40.03,0,IR,2019-12-30,58,36.17,54.34,40.03,3.83
538,Balkanabat,41.41,1,TM,2019-12-30,76,39.51,54.36,41.41,5.37
539,Beyneu,29.48,0,KZ,2019-12-30,82,45.32,55.19,29.48,4.81
540,Sol-Iletsk,-0.72,100,RU,2019-12-30,99,51.16,55.0,-0.72,6.44
541,Alekseyevka,19.4,90,RU,2019-12-30,92,53.25,50.49,19.4,22.37
542,Kosa,36.99,100,JP,2019-12-30,96,32.67,130.82,36.99,9.08
543,Izhma,16.27,100,RU,2019-12-30,92,65.01,53.91,16.27,16.08
544,Iskateley,20.43,100,RU,2019-12-30,93,67.68,53.15,20.43,18.03
545,Saint-Philippe,28.18,90,CA,2019-12-30,92,45.36,-73.48,32.0,20.8
546,Souillac,40.33,25,FR,2019-12-30,100,45.6,-0.6,42.8,2.24
547,Cap Malheureux,78.91,75,MU,2019-12-30,94,-19.98,57.61,79.0,25.28
548,Sur,68.88,15,OM,2019-12-30,73,22.57,59.53,68.88,1.97
549,Chabahar,67.62,0,IR,2019-12-30,62,25.29,60.65,67.62,5.68
550,Zabol,48.2,0,IR,2019-12-30,57,31.03,61.49,48.2,11.41
551,Torbat-e Jam,36.52,10,IR,2019-12-30,84,35.24,60.63,36.52,2.55
552,Hazorasp,32.0,90,UZ,2019-12-30,85,41.32,61.08,32.0,4.7
553,Dombarovskiy,0.18,88,RU,2019-12-30,98,50.76,59.54,0.18,5.12
554,Turgoyak,-3.82,0,RU,2019-12-30,95,55.15,60.12,-3.82,3.58
555,Volchansk,4.86,100,RU,2019-12-30,87,59.94,60.08,4.86,9.75
556,Inta,13.89,100,RU,2019-12-30,81,66.04,60.13,13.89,25.7
557,Mahebourg,78.93,75,MU,2019-12-30,94,-20.41,57.7,79.0,25.28
558,Bambous Virieux,78.93,75,MU,2019-12-30,94,-20.34,57.76,79.0,25.28
559,Grand Gaube,78.91,75,MU,2019-12-30,94,-20.01,57.66,79.0,25.28
560,Hithadhoo,81.79,0,MV,2019-12-30,76,-0.6,73.08,81.79,8.32
561,Thinadhoo,80.8,52,MV,2019-12-30,81,0.53,72.93,80.8,12.35
562,Ugoofaaru,81.46,100,MV,2019-12-30,79,5.67,73.0,81.46,16.06
563,Kavaratti,82.11,67,IN,2019-12-30,70,10.57,72.64,82.11,1.59
564,Mangrol,47.12,0,IN,2019-12-30,42,25.33,76.51,47.12,3.44
565,Dwarka,47.5,0,IN,2019-12-30,42,28.58,77.04,47.5,4.65
566,Ormara,73.69,0,PK,2019-12-30,60,25.21,64.64,73.69,12.8
567,Nushki,45.45,0,PK,2019-12-30,43,29.55,66.02,45.45,0.65
568,Navoi,33.21,0,IT,2019-12-30,74,46.17,11.83,36.0,4.7
569,Derzhavinsk,-3.28,100,KZ,2019-12-30,97,51.1,66.31,-3.28,7.31
570,Glyadyanskoye,-8.19,75,RU,2019-12-30,98,54.91,65.09,-8.19,5.82
571,Uray,-2.15,0,RU,2019-12-30,84,60.13,64.8,-2.15,11.36
572,Muzhi,15.1,100,RU,2019-12-30,73,65.4,64.7,15.1,24.2
573,Quatre Cocos,78.91,75,MU,2019-12-30,94,-20.21,57.76,79.0,25.28
574,Eydhafushi,81.41,5,MV,2019-12-30,76,5.1,73.07,81.41,16.73
575,Veraval,35.24,6,FR,2019-12-30,63,49.65,0.71,37.4,5.82
576,Mithi,58.69,0,PK,2019-12-30,18,24.74,69.8,58.69,9.51
577,Barkhan,38.59,0,PK,2019-12-30,45,29.9,69.52,38.59,1.45
578,Tagab,35.15,75,AF,2019-12-30,32,34.85,69.65,41.0,2.19
579,Chkalovsk,28.15,90,RU,2019-12-30,86,56.76,43.24,28.4,17.9
580,Astana,3.2,90,KZ,2019-12-30,77,51.13,71.43,3.2,13.42
581,Bulaevo,-9.98,95,KZ,2019-12-30,95,54.91,70.44,-9.98,2.37
582,Gornopravdinsk,-4.32,0,RU,2019-12-30,87,60.06,69.92,-4.32,8.39
583,Yar-Sale,11.88,100,RU,2019-12-30,75,66.83,70.83,11.88,24.87
584,Dikson,12.42,100,RU,2019-12-30,91,73.51,80.55,12.42,30.67
585,Busselton,48.96,0,AU,2019-12-30,54,-33.64,115.35,53.01,7.25
586,Male,29.57,100,UA,2019-12-30,73,50.74,33.7,29.57,15.93
587,Chavakkad,77.99,40,IN,2019-12-30,78,10.53,76.05,78.8,12.19
588,Mundgod,66.97,0,IN,2019-12-30,88,14.97,75.04,66.97,4.52
589,Khuldabad,61.84,12,IN,2019-12-30,80,20.05,75.18,61.84,2.04
590,Begun,49.14,0,IN,2019-12-30,37,24.99,75.01,49.14,5.17
591,Kalanwali,45.0,0,IN,2019-12-30,56,29.83,74.98,45.0,5.75
592,Bandipur,59.86,19,IN,2019-12-30,86,11.67,76.63,59.86,2.26
593,Okoneshnikovo,-0.11,100,RU,2019-12-30,97,54.84,75.08,-0.11,2.55
594,Lokosovo,-0.71,0,RU,2019-12-30,85,61.13,74.84,-0.71,8.19
595,Pangody,9.9,100,RU,2019-12-30,71,65.85,74.49,9.9,21.77
596,Matara,59.29,100,BI,2019-12-30,97,-3.48,29.48,59.29,2.26
597,Weligama,72.32,57,LK,2019-12-30,91,5.97,80.42,72.32,2.89
598,Valvedditturai,79.59,100,LK,2019-12-30,72,9.82,80.17,79.59,8.39
599,Kavali,73.92,20,IN,2019-12-30,83,14.91,79.99,73.92,9.69
600,Mul,61.39,68,IN,2019-12-30,46,20.07,79.68,61.39,4.29
601,Khajuraho,46.78,0,IN,2019-12-30,46,24.85,79.93,46.78,3.11
602,Bageshwar,36.88,99,IN,2019-12-30,24,29.85,79.77,36.88,6.44
603,Leh,1.99,82,IN,2019-12-30,38,34.16,77.58,1.99,5.17
604,Aksu,3.2,99,KZ,2019-12-30,84,52.04,76.93,3.2,11.18
605,Sarkand,25.12,100,KZ,2019-12-30,97,45.41,79.91,25.12,0.4
606,Semey,15.8,75,KZ,2019-12-30,92,50.41,80.25,15.8,6.71
607,Kargat,7.43,89,RU,2019-12-30,96,55.19,80.28,7.43,2.28
608,Kargasok,-11.97,0,RU,2019-12-30,92,59.06,80.87,-11.97,3.02
609,Urengoy,7.23,100,RU,2019-12-30,78,65.96,78.37,7.23,19.19
610,Tazovskiy,10.11,100,RU,2019-12-30,83,67.47,78.7,10.11,19.37
611,Geraldton,17.6,90,CA,2019-12-30,85,49.72,-86.95,17.6,18.34
612,Hambantota,77.0,40,LK,2019-12-30,100,6.12,81.12,77.0,3.36
613,Wattegama,68.2,100,LK,2019-12-30,92,7.35,80.68,68.2,2.3
614,Batticaloa,71.42,70,LK,2019-12-30,91,7.71,81.69,71.42,3.13
615,Yarada,74.64,0,IN,2019-12-30,68,17.65,83.27,74.64,16.35
616,Nayagarh,56.25,0,IN,2019-12-30,69,20.13,85.1,56.25,2.15
617,Tekari,41.0,90,IN,2019-12-30,100,24.94,84.84,41.0,2.28
618,Pokhara,45.25,43,NP,2019-12-30,43,28.21,83.99,45.25,3.29
619,Jumla,24.33,23,NP,2019-12-30,43,29.28,82.18,24.33,4.68
620,Kuytun,-4.5,100,RU,2019-12-30,86,54.34,101.51,-4.5,7.23
621,Ust-Koksa,15.24,100,RU,2019-12-30,95,50.27,85.62,15.24,7.38
622,Krasnoye,36.45,90,RU,2019-12-30,93,44.87,39.46,37.99,11.18
623,Belyy Yar,3.2,100,RU,2019-12-30,71,53.6,91.39,3.2,1.1
624,Dudinka,1.4,90,RU,2019-12-30,84,69.41,86.18,1.4,31.32
625,Albany,33.42,90,US,2019-12-30,88,42.65,-73.75,37.0,4.7
626,Carnarvon,63.1,0,ZA,2019-12-30,77,-30.97,22.13,63.1,23.49
627,Meulaboh,79.48,97,ID,2019-12-30,82,4.14,96.13,79.48,10.13
628,Banda Aceh,73.69,81,ID,2019-12-30,94,5.56,95.32,73.69,5.23
629,Port Blair,81.27,22,IN,2019-12-30,76,11.67,92.75,81.27,13.98
630,Mathbaria,58.8,0,BD,2019-12-30,60,22.29,89.96,58.8,5.61
631,Sherpur,59.68,0,BD,2019-12-30,63,25.02,90.01,59.68,1.43
632,Lasa,59.27,75,CY,2019-12-30,59,34.92,32.53,62.6,21.92
633,Mugur-Aksy,1.38,100,RU,2019-12-30,76,50.38,90.44,1.38,7.63
634,Teya,90.84,40,MX,2019-12-30,46,21.05,-89.07,91.99,3.36
635,Turukhansk,-0.04,100,RU,2019-12-30,93,65.8,87.96,-0.04,18.28
636,Talnakh,1.4,90,RU,2019-12-30,84,69.49,88.39,1.4,31.32
637,Padang,68.49,55,ID,2019-12-30,95,-0.92,100.36,68.49,4.97
638,Sibolga,70.43,58,ID,2019-12-30,96,1.74,98.78,70.43,3.38
639,Magway,62.08,92,MM,2019-12-30,73,20.15,94.92,62.08,5.75
640,Phek,36.88,0,IN,2019-12-30,88,25.7,94.46,36.88,1.12
641,Along,43.75,0,IN,2019-12-30,60,28.17,94.8,43.75,5.26
642,Yumen,10.24,0,CN,2019-12-30,61,40.29,97.04,10.24,10.85
643,Hami,16.47,0,CN,2019-12-30,42,42.84,93.51,16.47,3.15
